Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency
6466,2025-07-06 13:36:49,Odisha,Cuttack,Banking,Infosys,Malware,8,High,File Server,Palo Alto Cortex XDR,System Administrator,39.41,618,105,9674204,5745,Network Isolation,Contained,NCIIPC
6467,2025-06-04 08:42:23,Delhi,New Delhi,Education,Airtel,Zero-Day Exploit,9,High,File Server,Fortinet FortiGate,Finance Manager,29.62,507,275,8145969,2254,Backup Restored,Ongoing Investigation,NCIIPC
6468,2024-07-05 00:23:02,Tamil Nadu,Madurai,IT Services,NIC,Ransomware,10,High,Payment Gateway,Microsoft Sentinel,HR Executive,21.31,254,139,7105655,5314,Network Isolation,Recovered,CERT-In
6469,2025-06-03 07:55:36,Karnataka,Bengaluru,Government,TCS,XSS,3,Medium,ATM Network,Sophos Intercept X,Network Engineer,13.28,277,197,8071207,7594,MFA Enabled,Recovered,NCIIPC
6470,2024-06-01 04:08:37,Andhra Pradesh,Vijayawada,Insurance,Airtel,Insider Threat,3,Medium,VPN Gateway,Cisco Secure Endpoint,Finance Manager,0.21,201,267,2425037,5971,Threat Hunting,Resolved,NCIIPC
6471,2025-03-21 03:49:45,Kerala,Thiruvananthapuram,Healthcare,HDFC Bank,Credential Theft,8,High,HRMS,Cisco Secure Endpoint,Finance Manager,42.7,556,106,6659961,825,Backup Restored,Mitigated,NCIIPC
6472,2024-05-24 00:15:59,Kerala,Kochi,Insurance,Apollo Hospitals,SQL Injection,10,High,ATM Network,Palo Alto Cortex XDR,Security Analyst,70.29,173,72,8843233,6846,Threat Hunting,Mitigated,NCIIPC
6473,2024-11-06 12:05:26,Delhi,New Delhi,Education,NPCI,Business Email Compromise,4,High,HRMS,Cisco Secure Endpoint,Network Engineer,18.39,222,237,6068940,6075,Firewall Rules Updated,Contained,Internal SOC
6474,2024-02-14 13:06:46,West Bengal,Siliguri,Energy,Apollo Hospitals,Brute Force,9,High,Email Server,IBM QRadar,System Administrator,72.19,359,199,2930309,5021,Firewall Rules Updated,Recovered,State Cyber Crime Cell
6475,2024-09-07 00:23:22,Telangana,Warangal,Energy,NPCI,SQL Injection,7,High,Web Application,Microsoft Defender XDR,Finance Manager,67.08,240,291,9576588,9476,MFA Enabled,Mitigated,Internal SOC
6476,2025-07-22 13:53:10,Gujarat,Ahmedabad,IT Services,Wipro,Malware,9,High,Cloud Infrastructure,CrowdStrike Falcon,Network Engineer,3.0,266,217,230085,7193,MFA Enabled,Contained,CERT-In
6477,2024-08-02 20:24:27,Tamil Nadu,Coimbatore,IT Services,BSNL,Ransomware,2,Medium,VPN Gateway,Palo Alto Cortex XDR,Network Engineer,19.47,521,97,6318947,3302,Firewall Rules Updated,Mitigated,NCIIPC
6478,2024-03-18 12:30:27,Odisha,Cuttack,IT Services,Airtel,Malware,3,High,ERP System,IBM QRadar,Finance Manager,58.59,675,294,7376858,4751,Threat Hunting,Contained,CERT-In
6479,2025-11-11 14:21:42,Gujarat,Surat,Telecommunications,LIC,Credential Theft,1,Medium,VPN Gateway,Microsoft Defender XDR,Network Engineer,37.31,35,295,5703839,2348,Network Isolation,Ongoing Investigation,NCIIPC
6480,2024-11-22 00:51:52,Gujarat,Ahmedabad,Insurance,Tech Mahindra,Credential Theft,2,Medium,ATM Network,Palo Alto Cortex XDR,Database Administrator,25.14,528,69,9592325,4303,Network Isolation,Recovered,CERT-In
6481,2024-09-10 00:14:10,Karnataka,Mysuru,Healthcare,BSNL,DDoS,1,Medium,ERP System,Splunk Enterprise Security,System Administrator,49.7,615,17,4117071,4769,Threat Hunting,Resolved,CERT-In
6482,2025-01-25 19:47:37,West Bengal,Kolkata,Retail,NPCI,Credential Theft,4,High,Web Application,IBM QRadar,Network Engineer,26.57,537,191,5317839,1998,Password Reset,Mitigated,CERT-In
6483,2025-03-07 19:23:03,Karnataka,Mangaluru,Insurance,Tech Mahindra,Malware,5,High,HRMS,Sophos Intercept X,Finance Manager,61.68,487,38,9683011,6375,MFA Enabled,Contained,State Cyber Crime Cell
6484,2025-07-06 05:56:00,Maharashtra,Mumbai,Education,SBI,Malware,6,High,Database Server,Microsoft Sentinel,HR Executive,34.81,314,127,3849469,9756,MFA Enabled,Ongoing Investigation,CERT-In
6485,2025-09-03 09:02:49,Andhra Pradesh,Kakinada,Banking,NIC,Zero-Day Exploit,5,Medium,Web Application,IBM QRadar,Database Administrator,5.22,88,76,5122309,8977,MFA Enabled,Contained,CERT-In
6486,2024-10-11 12:11:26,Tamil Nadu,Salem,Education,ICICI Bank,Business Email Compromise,2,Medium,ATM Network,Microsoft Defender XDR,Network Engineer,21.76,80,115,5631923,9967,Patch Applied,Ongoing Investigation,CERT-In
6487,2024-06-22 00:11:43,Odisha,Cuttack,Insurance,LIC,SQL Injection,9,High,Cloud Infrastructure,Fortinet FortiGate,System Administrator,48.83,99,259,4397531,2505,Backup Restored,Contained,State Cyber Crime Cell
6488,2024-12-04 19:03:47,Tamil Nadu,Chennai,IT Services,ICICI Bank,Data Breach,8,High,Payment Gateway,IBM QRadar,Security Analyst,62.09,374,182,380854,1126,Password Reset,Ongoing Investigation,State Cyber Crime Cell
6489,2025-07-14 19:13:13,Kerala,Thiruvananthapuram,Retail,NIC,DDoS,3,Medium,Cloud Infrastructure,Splunk Enterprise Security,Security Analyst,9.73,204,296,1797545,1614,Network Isolation,Recovered,Internal SOC
6490,2024-12-14 10:15:36,Tamil Nadu,Chennai,Manufacturing,BSNL,Phishing,3,High,Database Server,Splunk Enterprise Security,HR Executive,52.45,650,113,7922397,1751,Network Isolation,Mitigated,NCIIPC
6491,2025-02-09 08:17:28,Odisha,Cuttack,Retail,BSNL,Zero-Day Exploit,4,High,File Server,Fortinet FortiGate,Employee,3.95,479,215,9843231,387,Firewall Rules Updated,Ongoing Investigation,Internal SOC
6492,2025-08-06 20:08:47,Maharashtra,Nashik,Insurance,Tech Mahindra,Malware,1,Medium,ERP System,Microsoft Sentinel,Database Administrator,37.5,226,190,734208,2854,Threat Hunting,Recovered,State Cyber Crime Cell
6493,2024-11-18 07:28:21,Tamil Nadu,Chennai,Banking,ICICI Bank,Credential Theft,2,Medium,Database Server,SentinelOne,Network Engineer,22.36,49,77,9883180,9999,Backup Restored,Resolved,Internal SOC
6494,2025-06-25 15:31:01,Tamil Nadu,Salem,Energy,TCS,Phishing,3,High,HRMS,Cisco Secure Endpoint,HR Executive,58.93,698,93,3801201,4370,Password Reset,Recovered,NCIIPC
6495,2025-07-26 01:22:24,West Bengal,Siliguri,Education,Infosys,Ransomware,6,High,Payment Gateway,Sophos Intercept X,Database Administrator,61.15,14,213,4366310,1792,Patch Applied,Ongoing Investigation,NCIIPC
6496,2025-03-22 17:28:15,Tamil Nadu,Coimbatore,Banking,NPCI,SQL Injection,5,High,ERP System,SentinelOne,Network Engineer,67.48,581,40,4543807,2857,Firewall Rules Updated,Ongoing Investigation,Internal SOC
6497,2025-07-11 06:03:31,Maharashtra,Mumbai,Energy,NPCI,Data Breach,6,High,ERP System,Sophos Intercept X,HR Executive,21.07,314,18,333921,8371,Patch Applied,Ongoing Investigation,State Cyber Crime Cell
6498,2025-07-18 15:33:28,Maharashtra,Mumbai,Manufacturing,Airtel,Business Email Compromise,9,High,ERP System,IBM QRadar,Security Analyst,12.49,78,93,8211075,1531,Endpoint Isolation,Mitigated,NCIIPC
6499,2024-10-18 11:20:49,West Bengal,Kolkata,Retail,SBI,Business Email Compromise,5,High,File Server,Cisco Secure Endpoint,System Administrator,11.53,76,260,346573,6973,Backup Restored,Recovered,CERT-In
6500,2025-01-31 22:22:17,Delhi,New Delhi,Insurance,LIC,Brute Force,5,High,HRMS,IBM QRadar,Database Administrator,21.64,304,281,9792941,133,Backup Restored,Ongoing Investigation,CERT-In
6501,2025-03-01 23:08:41,Odisha,Bhubaneswar,Telecommunications,NPCI,Credential Theft,9,High,HRMS,Microsoft Defender XDR,Network Engineer,34.81,262,96,9529722,8621,Threat Hunting,Resolved,CERT-In
6502,2024-05-21 05:53:06,Kerala,Thiruvananthapuram,Manufacturing,Reliance Retail,Credential Theft,10,High,Email Server,Microsoft Defender XDR,Database Administrator,63.55,437,245,9590620,7973,Backup Restored,Mitigated,State Cyber Crime Cell
6503,2024-10-12 01:49:46,Karnataka,Hubballi,Manufacturing,Apollo Hospitals,Insider Threat,8,High,Payment Gateway,IBM QRadar,Database Administrator,1.73,516,145,1223102,3584,Password Reset,Contained,Internal SOC
6504,2025-12-05 01:30:30,Odisha,Cuttack,Banking,NPCI,DDoS,1,Medium,Database Server,Palo Alto Cortex XDR,HR Executive,32.37,349,27,6210988,3396,Network Isolation,Contained,CERT-In
6505,2025-05-20 11:14:42,West Bengal,Siliguri,Telecommunications,BSNL,Phishing,8,High,File Server,Splunk Enterprise Security,Employee,27.32,226,9,4759350,522,Network Isolation,Mitigated,State Cyber Crime Cell
6506,2024-06-28 06:56:01,Andhra Pradesh,Visakhapatnam,Insurance,NIC,Phishing,6,High,File Server,Cisco Secure Endpoint,Employee,38.5,188,143,1805801,2688,Network Isolation,Contained,State Cyber Crime Cell
6507,2025-04-30 14:02:49,Telangana,Karimnagar,Retail,Reliance Retail,Insider Threat,8,High,Email Server,Cisco Secure Endpoint,Database Administrator,32.81,631,185,3280338,6373,Firewall Rules Updated,Mitigated,State Cyber Crime Cell
6508,2025-06-11 06:12:22,Gujarat,Vadodara,Banking,LIC,DDoS,7,High,Database Server,SentinelOne,Database Administrator,36.25,612,219,2506788,2072,Backup Restored,Recovered,CERT-In
6509,2025-01-13 06:33:24,Karnataka,Mangaluru,Insurance,LIC,SQL Injection,1,Medium,ERP System,IBM QRadar,Finance Manager,37.17,435,158,5060148,7452,Patch Applied,Ongoing Investigation,NCIIPC
6510,2025-02-14 14:44:18,Telangana,Nizamabad,Manufacturing,Reliance Retail,Insider Threat,9,High,ERP System,SentinelOne,Finance Manager,26.27,694,238,1857608,8471,Backup Restored,Ongoing Investigation,CERT-In
6511,2024-04-11 15:20:31,Karnataka,Mysuru,Telecommunications,Airtel,Malware,7,High,ERP System,Cisco Secure Endpoint,Finance Manager,15.41,121,98,6625066,2339,Password Reset,Resolved,State Cyber Crime Cell
6512,2024-11-04 09:16:01,Odisha,Cuttack,Insurance,Apollo Hospitals,Ransomware,6,High,HRMS,Cisco Secure Endpoint,Network Engineer,44.72,208,107,164669,5467,MFA Enabled,Contained,CERT-In
6513,2024-03-12 18:23:55,Odisha,Cuttack,Healthcare,Infosys,Brute Force,6,High,Payment Gateway,Fortinet FortiGate,HR Executive,67.79,467,19,1168635,7901,Backup Restored,Resolved,CERT-In
6514,2024-10-06 09:35:54,Andhra Pradesh,Kakinada,Insurance,BSNL,Insider Threat,10,High,Email Server,Microsoft Defender XDR,Employee,3.26,681,255,7325125,2031,Password Reset,Ongoing Investigation,State Cyber Crime Cell
6515,2024-01-11 11:54:30,Kerala,Thiruvananthapuram,Telecommunications,Airtel,SQL Injection,7,High,Database Server,Microsoft Defender XDR,Finance Manager,2.35,441,95,6151777,1316,Endpoint Isolation,Mitigated,NCIIPC
6516,2024-06-11 15:23:07,Telangana,Warangal,Insurance,Airtel,Insider Threat,4,High,File Server,Cisco Secure Endpoint,Employee,18.59,400,201,4389406,5650,Password Reset,Mitigated,NCIIPC
6517,2025-04-18 00:35:55,Odisha,Cuttack,Education,HDFC Bank,Insider Threat,1,Medium,Database Server,Fortinet FortiGate,HR Executive,4.88,163,170,3312217,7357,Firewall Rules Updated,Recovered,NCIIPC
6518,2025-01-13 09:31:57,Maharashtra,Nagpur,Banking,Reliance Retail,DDoS,3,Medium,HRMS,Splunk Enterprise Security,System Administrator,6.36,657,285,9188982,8294,MFA Enabled,Resolved,CERT-In
6519,2024-12-10 09:29:33,Gujarat,Surat,Telecommunications,NPCI,Business Email Compromise,9,High,File Server,Cisco Secure Endpoint,Network Engineer,8.76,457,213,2636203,6398,Firewall Rules Updated,Contained,CERT-In
6520,2025-06-16 00:38:45,Odisha,Bhubaneswar,Telecommunications,LIC,Business Email Compromise,6,High,Email Server,Sophos Intercept X,Database Administrator,2.04,577,110,8111874,414,Patch Applied,Recovered,State Cyber Crime Cell
6521,2025-02-07 08:17:26,Tamil Nadu,Salem,Manufacturing,TCS,DDoS,9,High,File Server,Fortinet FortiGate,Database Administrator,2.88,477,37,7630268,48,Backup Restored,Mitigated,NCIIPC
6522,2024-07-17 09:31:07,Kerala,Thiruvananthapuram,Insurance,BSNL,SQL Injection,2,High,HRMS,SentinelOne,System Administrator,36.37,660,274,3771695,14,Endpoint Isolation,Mitigated,CERT-In
6523,2024-10-03 04:59:21,Maharashtra,Pune,Insurance,ICICI Bank,Credential Theft,8,High,Payment Gateway,CrowdStrike Falcon,Database Administrator,29.68,510,274,1453925,4845,Password Reset,Ongoing Investigation,Internal SOC
6524,2024-01-28 04:44:33,Telangana,Nizamabad,Banking,Apollo Hospitals,SQL Injection,7,High,Web Application,Microsoft Defender XDR,Database Administrator,68.56,697,219,9737249,7834,MFA Enabled,Recovered,State Cyber Crime Cell
6525,2024-08-29 21:15:58,Kerala,Thiruvananthapuram,Retail,Infosys,Insider Threat,7,High,Web Application,IBM QRadar,System Administrator,26.28,229,270,3463971,415,Password Reset,Mitigated,CERT-In
6526,2024-08-02 00:31:01,Maharashtra,Nashik,Banking,Infosys,Data Breach,9,High,File Server,Cisco Secure Endpoint,Network Engineer,67.45,619,170,1788678,7811,Patch Applied,Recovered,NCIIPC
6527,2025-10-18 05:15:07,Maharashtra,Nashik,Manufacturing,Apollo Hospitals,Ransomware,1,Medium,ERP System,Palo Alto Cortex XDR,Database Administrator,70.62,327,277,7427913,7108,Patch Applied,Mitigated,Internal SOC
6528,2024-03-11 18:36:10,Tamil Nadu,Salem,Manufacturing,TCS,DDoS,5,High,HRMS,Microsoft Defender XDR,Security Analyst,1.95,304,147,3701226,9805,Backup Restored,Ongoing Investigation,CERT-In
6529,2025-07-11 16:45:40,Odisha,Bhubaneswar,Manufacturing,Reliance Retail,Ransomware,10,High,HRMS,Microsoft Defender XDR,HR Executive,21.93,54,172,4041860,5045,Password Reset,Recovered,NCIIPC
6530,2024-06-13 08:52:08,Karnataka,Mysuru,Government,NPCI,Business Email Compromise,10,High,Payment Gateway,Cisco Secure Endpoint,System Administrator,27.23,361,59,2093653,8923,Threat Hunting,Recovered,Internal SOC
6531,2025-05-12 02:11:07,Karnataka,Hubballi,Education,LIC,DDoS,6,High,Email Server,Microsoft Sentinel,Network Engineer,45.45,605,122,4080042,2126,Password Reset,Resolved,NCIIPC
6532,2025-09-06 08:48:36,Kerala,Kochi,Retail,Apollo Hospitals,SQL Injection,2,Medium,Email Server,Splunk Enterprise Security,Employee,21.24,317,108,5210733,5017,Endpoint Isolation,Recovered,State Cyber Crime Cell
6533,2025-04-19 02:18:15,Delhi,New Delhi,Government,HDFC Bank,Phishing,7,High,ERP System,Palo Alto Cortex XDR,HR Executive,6.88,465,274,2524660,3581,Endpoint Isolation,Contained,CERT-In
6534,2024-10-15 13:11:16,West Bengal,Siliguri,Retail,BSNL,Data Breach,2,Medium,VPN Gateway,Splunk Enterprise Security,Security Analyst,49.9,323,114,2839212,6749,Threat Hunting,Recovered,NCIIPC
6535,2024-07-09 17:42:58,Delhi,New Delhi,Insurance,SBI,Brute Force,6,High,VPN Gateway,Splunk Enterprise Security,System Administrator,25.69,167,170,1735132,9063,Password Reset,Mitigated,CERT-In
6536,2025-03-29 19:31:24,Kerala,Kochi,Healthcare,HDFC Bank,Brute Force,6,High,Email Server,Fortinet FortiGate,HR Executive,70.19,244,259,6836595,9192,Password Reset,Recovered,Internal SOC
6537,2024-07-03 16:26:17,West Bengal,Siliguri,Manufacturing,HDFC Bank,Malware,10,High,ATM Network,Cisco Secure Endpoint,Finance Manager,66.45,33,217,8913554,5997,Firewall Rules Updated,Contained,NCIIPC
6538,2024-06-08 05:27:34,Odisha,Cuttack,Insurance,Airtel,Ransomware,1,Medium,Web Application,Fortinet FortiGate,Network Engineer,39.64,374,151,4805127,7603,Network Isolation,Mitigated,CERT-In
6539,2024-06-06 08:20:49,Andhra Pradesh,Tirupati,Education,BSNL,Credential Theft,8,High,Cloud Infrastructure,Microsoft Sentinel,Security Analyst,8.66,93,187,5762669,2161,Password Reset,Mitigated,State Cyber Crime Cell
6540,2025-07-02 21:01:27,Odisha,Bhubaneswar,Energy,NIC,Insider Threat,10,High,File Server,IBM QRadar,Employee,51.96,198,181,3364524,2634,Endpoint Isolation,Mitigated,Internal SOC
6541,2024-07-17 04:50:57,Telangana,Nizamabad,Telecommunications,SBI,Phishing,1,Medium,Cloud Infrastructure,Sophos Intercept X,Security Analyst,21.13,518,78,8367642,8334,Patch Applied,Recovered,CERT-In
6542,2024-10-02 00:05:54,Karnataka,Mysuru,IT Services,NPCI,Credential Theft,4,High,Payment Gateway,Splunk Enterprise Security,Finance Manager,62.63,559,214,8103788,4379,Password Reset,Mitigated,State Cyber Crime Cell
6543,2024-04-26 23:13:10,Tamil Nadu,Chennai,IT Services,NPCI,DDoS,2,Medium,File Server,Cisco Secure Endpoint,HR Executive,43.92,73,270,5114455,501,Threat Hunting,Ongoing Investigation,NCIIPC
6544,2024-09-26 04:26:05,Tamil Nadu,Madurai,Insurance,SBI,SQL Injection,7,High,VPN Gateway,Fortinet FortiGate,Employee,15.73,290,31,2357284,2809,Threat Hunting,Ongoing Investigation,Internal SOC
6545,2024-04-30 00:06:14,Maharashtra,Pune,Education,TCS,SQL Injection,8,High,Email Server,Microsoft Defender XDR,HR Executive,38.61,187,38,8536446,9091,Network Isolation,Ongoing Investigation,Internal SOC
6546,2025-08-24 14:29:19,Andhra Pradesh,Kakinada,Retail,Wipro,Credential Theft,3,Medium,Database Server,Palo Alto Cortex XDR,Network Engineer,39.55,91,136,9855230,1171,Patch Applied,Resolved,NCIIPC
6547,2025-05-06 16:32:27,Delhi,New Delhi,Healthcare,Wipro,SQL Injection,4,High,File Server,Fortinet FortiGate,Database Administrator,39.0,507,283,8161254,8592,Endpoint Isolation,Mitigated,Internal SOC
6548,2025-06-10 08:07:22,Maharashtra,Mumbai,Banking,SBI,DDoS,7,High,ATM Network,Splunk Enterprise Security,Employee,58.68,343,287,5252139,7570,Endpoint Isolation,Contained,CERT-In
6549,2025-06-29 22:25:27,West Bengal,Kolkata,Telecommunications,Apollo Hospitals,Data Breach,4,High,VPN Gateway,Fortinet FortiGate,Network Engineer,48.04,388,155,6088231,2591,Endpoint Isolation,Recovered,Internal SOC
6550,2025-07-24 21:57:11,West Bengal,Siliguri,Manufacturing,HDFC Bank,Zero-Day Exploit,3,High,HRMS,Sophos Intercept X,Finance Manager,67.73,564,180,9670680,8100,Password Reset,Contained,Internal SOC
6551,2025-04-30 14:50:07,Maharashtra,Mumbai,Telecommunications,Wipro,Phishing,6,High,Email Server,Fortinet FortiGate,System Administrator,27.42,359,184,366798,458,Endpoint Isolation,Contained,Internal SOC
6552,2024-06-26 05:08:31,West Bengal,Kolkata,Insurance,Tech Mahindra,Ransomware,2,High,Email Server,Microsoft Defender XDR,Employee,23.16,418,241,1502725,9524,Firewall Rules Updated,Recovered,NCIIPC
6553,2024-01-31 20:54:18,Telangana,Nizamabad,Retail,TCS,Credential Theft,5,High,ERP System,Cisco Secure Endpoint,System Administrator,18.46,42,226,5278957,2191,MFA Enabled,Resolved,CERT-In
6554,2024-07-13 06:40:04,Telangana,Karimnagar,Government,TCS,Data Breach,7,High,Payment Gateway,Fortinet FortiGate,Employee,57.78,99,235,9325260,5091,Threat Hunting,Mitigated,NCIIPC
6555,2025-05-24 09:02:21,Andhra Pradesh,Kakinada,Government,BSNL,Malware,9,High,Database Server,Microsoft Sentinel,Database Administrator,35.63,494,176,4380458,9046,Password Reset,Resolved,State Cyber Crime Cell
6556,2025-05-21 22:33:25,Tamil Nadu,Chennai,Retail,LIC,Credential Theft,5,High,Web Application,Fortinet FortiGate,Database Administrator,7.03,270,223,3525703,9487,Network Isolation,Recovered,Internal SOC
6557,2024-11-15 02:27:35,Gujarat,Ahmedabad,Energy,Airtel,Insider Threat,5,High,VPN Gateway,IBM QRadar,Network Engineer,15.59,339,178,6711013,2188,MFA Enabled,Contained,NCIIPC
6558,2024-12-24 23:23:23,Gujarat,Ahmedabad,Retail,Apollo Hospitals,Malware,7,High,VPN Gateway,Sophos Intercept X,Database Administrator,29.37,532,236,8794071,7110,Network Isolation,Recovered,NCIIPC
6559,2024-12-08 16:13:55,Gujarat,Ahmedabad,Retail,Wipro,SQL Injection,8,High,VPN Gateway,Cisco Secure Endpoint,System Administrator,35.58,503,217,503994,4953,Backup Restored,Ongoing Investigation,Internal SOC
6560,2025-12-08 14:53:09,Gujarat,Ahmedabad,Retail,BSNL,Credential Theft,8,High,Payment Gateway,Microsoft Defender XDR,Finance Manager,41.48,605,40,7128435,4647,Patch Applied,Contained,CERT-In
6561,2024-06-29 02:33:44,Karnataka,Bengaluru,Banking,Airtel,Credential Theft,7,High,Web Application,Microsoft Sentinel,Employee,23.84,314,288,4391311,2970,Threat Hunting,Resolved,Internal SOC
6562,2025-02-02 12:36:30,West Bengal,Kolkata,Banking,Apollo Hospitals,Credential Theft,9,High,ERP System,CrowdStrike Falcon,Finance Manager,19.52,635,226,9008435,8661,Patch Applied,Recovered,Internal SOC
6563,2025-07-25 15:54:24,Maharashtra,Nashik,Insurance,NIC,Phishing,5,High,File Server,Cisco Secure Endpoint,Employee,13.57,65,147,2341537,7271,Firewall Rules Updated,Mitigated,Internal SOC
6564,2024-07-31 07:16:41,West Bengal,Kolkata,Insurance,Wipro,Data Breach,8,High,ERP System,Splunk Enterprise Security,Employee,32.12,90,26,3641423,129,Network Isolation,Recovered,State Cyber Crime Cell
6565,2025-09-24 12:26:58,Maharashtra,Nagpur,Insurance,ICICI Bank,Ransomware,6,High,ATM Network,Fortinet FortiGate,Database Administrator,10.62,587,105,9401615,4840,Network Isolation,Ongoing Investigation,CERT-In
6566,2025-06-09 00:04:05,Kerala,Kochi,Education,TCS,Phishing,9,High,HRMS,Palo Alto Cortex XDR,Employee,7.7,115,77,3811091,4259,MFA Enabled,Mitigated,State Cyber Crime Cell
6567,2025-12-17 05:10:33,Gujarat,Vadodara,Retail,BSNL,Zero-Day Exploit,6,High,ATM Network,Microsoft Defender XDR,Network Engineer,67.75,690,284,3507292,6981,Network Isolation,Mitigated,State Cyber Crime Cell
6568,2024-08-04 03:41:41,Kerala,Thiruvananthapuram,IT Services,Airtel,XSS,4,High,Payment Gateway,SentinelOne,HR Executive,10.08,171,142,8179682,3096,Firewall Rules Updated,Resolved,NCIIPC
6569,2025-11-14 18:44:15,Odisha,Bhubaneswar,Insurance,LIC,DDoS,6,High,VPN Gateway,Sophos Intercept X,HR Executive,38.65,184,262,3945032,1916,Backup Restored,Resolved,NCIIPC
6570,2025-12-15 05:15:02,Kerala,Thiruvananthapuram,Banking,Tech Mahindra,Malware,2,Medium,Cloud Infrastructure,IBM QRadar,Finance Manager,43.02,294,299,9168741,6914,MFA Enabled,Recovered,CERT-In
6571,2025-03-06 23:51:25,Karnataka,Mangaluru,Retail,LIC,Insider Threat,1,Medium,Web Application,Fortinet FortiGate,System Administrator,43.05,437,182,1241467,7367,Network Isolation,Mitigated,CERT-In
6572,2025-05-19 03:48:16,Telangana,Karimnagar,Manufacturing,Tech Mahindra,Phishing,4,High,HRMS,Fortinet FortiGate,Employee,38.89,529,54,429598,4427,Backup Restored,Recovered,Internal SOC
6573,2024-05-08 07:36:56,Maharashtra,Mumbai,Retail,Infosys,Ransomware,3,High,ATM Network,SentinelOne,System Administrator,57.15,578,199,6670150,6229,Endpoint Isolation,Recovered,State Cyber Crime Cell
6574,2024-05-16 20:46:06,Andhra Pradesh,Visakhapatnam,Banking,LIC,Credential Theft,9,High,ATM Network,Palo Alto Cortex XDR,Finance Manager,16.29,169,181,4051094,2919,Threat Hunting,Recovered,CERT-In
6575,2025-10-27 19:37:31,West Bengal,Kolkata,Healthcare,Airtel,Credential Theft,3,High,File Server,Fortinet FortiGate,Security Analyst,23.51,665,87,2605161,854,Backup Restored,Contained,State Cyber Crime Cell
6576,2024-12-23 00:02:19,Telangana,Nizamabad,Banking,Wipro,Business Email Compromise,3,Medium,Payment Gateway,Microsoft Defender XDR,Security Analyst,16.04,330,113,8484272,6292,Backup Restored,Recovered,CERT-In
6577,2024-09-13 05:34:42,Karnataka,Mysuru,Energy,Apollo Hospitals,XSS,10,High,Payment Gateway,CrowdStrike Falcon,System Administrator,6.78,575,116,4174725,7307,Network Isolation,Mitigated,CERT-In
6578,2025-09-18 14:20:33,Karnataka,Mangaluru,Retail,Infosys,Insider Threat,2,High,Cloud Infrastructure,Cisco Secure Endpoint,Network Engineer,30.11,671,229,8808011,26,Backup Restored,Recovered,State Cyber Crime Cell
6579,2025-01-18 00:39:36,Delhi,New Delhi,Energy,Infosys,DDoS,6,Medium,HRMS,Palo Alto Cortex XDR,System Administrator,19.99,103,18,1938228,2548,Patch Applied,Ongoing Investigation,NCIIPC
6580,2024-04-07 20:18:18,Andhra Pradesh,Tirupati,Banking,NIC,Business Email Compromise,5,High,Database Server,Microsoft Sentinel,Security Analyst,38.55,158,269,5829637,3172,Password Reset,Mitigated,State Cyber Crime Cell
6581,2025-03-09 03:30:15,West Bengal,Kolkata,Telecommunications,Infosys,SQL Injection,2,Medium,Payment Gateway,IBM QRadar,Employee,36.79,435,55,8294590,1787,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell
6582,2024-08-03 15:47:22,Maharashtra,Nashik,Energy,LIC,Credential Theft,6,High,Payment Gateway,Sophos Intercept X,System Administrator,38.1,287,161,7185574,5590,Firewall Rules Updated,Contained,State Cyber Crime Cell
6583,2025-01-02 08:02:56,West Bengal,Siliguri,Government,HDFC Bank,Phishing,5,High,Web Application,Cisco Secure Endpoint,Network Engineer,43.95,66,210,7807372,7438,Backup Restored,Resolved,State Cyber Crime Cell
6584,2025-03-06 16:44:40,Delhi,New Delhi,Insurance,Infosys,Data Breach,7,High,Cloud Infrastructure,Palo Alto Cortex XDR,Finance Manager,59.53,156,64,8144795,3628,Password Reset,Mitigated,NCIIPC
6585,2024-07-11 04:46:32,West Bengal,Siliguri,Manufacturing,Tech Mahindra,XSS,1,Medium,ATM Network,SentinelOne,HR Executive,43.95,531,76,1392992,8790,Firewall Rules Updated,Contained,CERT-In
6586,2024-03-28 18:01:52,Tamil Nadu,Coimbatore,Energy,SBI,Data Breach,10,High,Email Server,Cisco Secure Endpoint,Network Engineer,63.9,704,68,560630,7845,Password Reset,Resolved,Internal SOC
6587,2024-08-17 00:12:55,Gujarat,Vadodara,Energy,Airtel,Zero-Day Exploit,6,High,HRMS,CrowdStrike Falcon,HR Executive,15.53,670,230,4884737,5768,Threat Hunting,Resolved,CERT-In
6588,2025-04-15 22:41:08,Delhi,New Delhi,Insurance,NIC,Data Breach,2,Medium,File Server,Splunk Enterprise Security,Finance Manager,17.1,608,150,3310161,9844,Endpoint Isolation,Resolved,Internal SOC
6589,2024-05-11 12:46:01,Andhra Pradesh,Kakinada,Retail,ICICI Bank,Phishing,7,High,VPN Gateway,Palo Alto Cortex XDR,HR Executive,42.75,139,54,3799169,404,Password Reset,Ongoing Investigation,NCIIPC
6590,2025-05-02 00:16:25,Delhi,New Delhi,Education,ICICI Bank,Malware,1,Medium,Database Server,SentinelOne,Network Engineer,10.19,271,110,411357,1964,Password Reset,Ongoing Investigation,Internal SOC
