Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency,Severity_Norm,Loss_Norm,Data_Norm,Users_Norm,Response_Norm,TSI_Score
5979,2024-12-17 18:09:36,Telangana,Nizamabad,Banking,ICICI Bank,Business Email Compromise,2,Medium,File Server,Splunk Enterprise Security,Employee,49.3,186,122,227276,2113,MFA Enabled,Recovered,State Cyber Crime Cell,0.2,0.017783059697802164,0.6564171122994652,0.21082649589753852,0.39661016949152544,0.27
5980,2025-08-17 13:31:51,Telangana,Hyderabad,Healthcare,Wipro,Phishing,4,High,Payment Gateway,Splunk Enterprise Security,Employee,26.45,635,76,8958843,5164,Patch Applied,Resolved,State Cyber Crime Cell,0.4,0.8953941626117522,0.35093582887700536,0.5161096657994797,0.24067796610169492,0.51
5981,2025-04-08 22:03:20,Delhi,New Delhi,IT Services,BSNL,DDoS,8,High,Cloud Infrastructure,Microsoft Sentinel,Finance Manager,35.27,208,73,237477,5394,Backup Restored,Resolved,CERT-In,0.8,0.018808363730952824,0.46885026737967916,0.5391234740844507,0.2305084745762712,0.46
5982,2024-05-09 12:15:57,West Bengal,Siliguri,Telecommunications,LIC,Business Email Compromise,10,High,HRMS,Fortinet FortiGate,Database Administrator,34.12,552,15,5124607,8588,Backup Restored,Ongoing Investigation,State Cyber Crime Cell,1.0,0.5100145297471849,0.45347593582887696,0.8587152291374824,0.03389830508474576,0.66
5983,2025-04-24 08:58:31,Delhi,New Delhi,Retail,NIC,Insider Threat,9,High,ERP System,Splunk Enterprise Security,System Administrator,68.35,558,277,252952,248,Patch Applied,Ongoing Investigation,CERT-In,0.9,0.020363758291584766,0.9110962566844919,0.024214528717230337,0.9220338983050848,0.6
5984,2024-08-31 12:16:42,Delhi,New Delhi,Banking,Tech Mahindra,Credential Theft,3,High,VPN Gateway,CrowdStrike Falcon,System Administrator,35.1,171,155,1286394,4164,Network Isolation,Resolved,Internal SOC,0.3,0.12423516801879621,0.46657754010695185,0.41604962977786675,0.5084745762711864,0.32
5985,2024-01-22 10:55:01,Odisha,Bhubaneswar,Telecommunications,Apollo Hospitals,Ransomware,9,High,VPN Gateway,Palo Alto Cortex XDR,Security Analyst,51.54,87,137,6946419,6787,Endpoint Isolation,Ongoing Investigation,Internal SOC,0.9,0.693125125888962,0.6863636363636363,0.6785071042625576,0.44745762711864406,0.74
5986,2025-10-21 22:50:30,Odisha,Bhubaneswar,Telecommunications,NPCI,XSS,6,High,VPN Gateway,SentinelOne,System Administrator,12.82,577,279,2658926,6805,Endpoint Isolation,Ongoing Investigation,NCIIPC,0.6,0.26218856427684356,0.16871657754010697,0.6803081849109466,0.9288135593220339,0.47
5987,2025-05-28 03:27:14,Tamil Nadu,Chennai,Retail,Reliance Retail,Business Email Compromise,7,High,File Server,CrowdStrike Falcon,HR Executive,31.82,569,7,8966487,8811,Patch Applied,Mitigated,Internal SOC,0.7,0.8961624621931074,0.42272727272727273,0.8810286171703022,0.006779661016949152,0.64
5988,2024-11-15 23:09:24,Maharashtra,Nagpur,Education,Airtel,Data Breach,1,Low,Web Application,CrowdStrike Falcon,Employee,5.08,311,33,5775923,7071,Network Isolation,Mitigated,Internal SOC,0.1,0.5754783981576892,0.06524064171122995,0.7069241544926956,0.09491525423728814,0.27
5989,2024-08-03 01:55:15,Andhra Pradesh,Kakinada,IT Services,Tech Mahindra,Ransomware,8,High,ATM Network,Palo Alto Cortex XDR,Security Analyst,5.25,465,77,6060514,5723,Threat Hunting,Ongoing Investigation,NCIIPC,0.8,0.6040826820610692,0.06751336898395723,0.5720432259355613,0.2440677966101695,0.53
5990,2025-11-14 07:48:29,Maharashtra,Nashik,Insurance,NPCI,Data Breach,4,High,File Server,Cisco Secure Endpoint,System Administrator,49.77,333,161,3934676,2846,Patch Applied,Resolved,CERT-In,0.4,0.39041438726399713,0.6627005347593583,0.28417050230138086,0.5288135593220339,0.45
5991,2025-12-18 21:34:47,Andhra Pradesh,Visakhapatnam,Education,BSNL,Credential Theft,6,High,Cloud Infrastructure,SentinelOne,HR Executive,19.72,84,268,4280493,2197,Threat Hunting,Mitigated,State Cyber Crime Cell,0.6,0.4251725055692674,0.2609625668449198,0.219231538923354,0.8915254237288136,0.48
5992,2024-10-07 09:53:27,Gujarat,Ahmedabad,Banking,SBI,Credential Theft,8,High,Cloud Infrastructure,Cisco Secure Endpoint,Employee,11.33,635,121,6714090,1074,Endpoint Isolation,Recovered,Internal SOC,0.8,0.6697737034090229,0.14879679144385027,0.10686411847108265,0.39322033898305087,0.53
5993,2024-11-24 10:36:23,Telangana,Warangal,Manufacturing,BSNL,Credential Theft,7,High,Email Server,Cisco Secure Endpoint,Finance Manager,54.6,484,210,6227967,8780,Network Isolation,Contained,CERT-In,0.7,0.6209134080941225,0.7272727272727273,0.8779267560536321,0.6949152542372882,0.7
5994,2024-03-30 12:02:06,Maharashtra,Pune,Telecommunications,NPCI,Malware,5,High,VPN Gateway,Microsoft Sentinel,Network Engineer,35.49,325,194,7105384,3172,Endpoint Isolation,Mitigated,State Cyber Crime Cell,0.5,0.7091027217746394,0.4717914438502674,0.31679007404442666,0.6406779661016949,0.54
5995,2024-03-20 17:50:38,Gujarat,Vadodara,Manufacturing,TCS,Malware,3,Medium,Payment Gateway,Fortinet FortiGate,HR Executive,49.43,105,250,8499638,1514,Firewall Rules Updated,Resolved,NCIIPC,0.3,0.8492393994960823,0.6581550802139037,0.15089053432059235,0.8305084745762712,0.55
5996,2025-11-21 20:42:13,Gujarat,Vadodara,Manufacturing,Infosys,Brute Force,10,High,ATM Network,Microsoft Sentinel,Security Analyst,15.94,12,168,2713661,6461,Password Reset,Contained,CERT-In,1.0,0.2676899872995375,0.21042780748663104,0.6458875325195117,0.5525423728813559,0.58
5997,2024-01-01 07:00:54,Gujarat,Ahmedabad,Manufacturing,Apollo Hospitals,Business Email Compromise,5,High,Cloud Infrastructure,SentinelOne,Finance Manager,41.86,520,125,1903932,387,Firewall Rules Updated,Contained,CERT-In,0.5,0.1863040046057771,0.556951871657754,0.03812287372423454,0.4067796610169492,0.38
5998,2024-08-29 07:16:47,Odisha,Cuttack,Education,Tech Mahindra,Business Email Compromise,2,Medium,VPN Gateway,Fortinet FortiGate,System Administrator,71.67,217,299,6537471,3326,Password Reset,Ongoing Investigation,CERT-In,0.2,0.6520217013473587,0.9554812834224599,0.332199319591755,0.9966101694915255,0.56
5999,2025-06-10 10:05:23,Gujarat,Surat,Healthcare,Tech Mahindra,Zero-Day Exploit,2,Medium,ERP System,Cisco Secure Endpoint,HR Executive,62.36,172,279,113251,99,Threat Hunting,Resolved,NCIIPC,0.2,0.006322389922289573,0.8310160427807487,0.009305583350010006,0.9288135593220339,0.33
6000,2025-07-04 05:31:43,Telangana,Karimnagar,Telecommunications,Infosys,Zero-Day Exploit,6,High,HRMS,Sophos Intercept X,Employee,43.48,682,40,9362649,7515,Endpoint Isolation,Resolved,NCIIPC,0.6,0.9359807639655837,0.5786096256684491,0.7513508104862918,0.11864406779661017,0.65
6001,2024-07-27 10:13:13,Delhi,New Delhi,Healthcare,Tech Mahindra,SQL Injection,1,Medium,Payment Gateway,Palo Alto Cortex XDR,Employee,40.39,493,59,6204142,2834,Firewall Rules Updated,Contained,Internal SOC,0.1,0.6185187537867198,0.5372994652406416,0.2829697818691215,0.18305084745762712,0.34
6002,2025-10-29 06:12:00,Maharashtra,Nagpur,Retail,NPCI,Credential Theft,1,Medium,HRMS,Microsoft Sentinel,HR Executive,24.21,247,213,7014636,1641,Password Reset,Resolved,CERT-In,0.1,0.6999816267447054,0.3209893048128343,0.16359815889533721,0.7050847457627119,0.36
6003,2025-08-10 18:41:21,Gujarat,Vadodara,Banking,Infosys,Insider Threat,3,High,Web Application,Cisco Secure Endpoint,Network Engineer,47.68,126,218,1658015,9603,Threat Hunting,Recovered,CERT-In,0.3,0.1615868502169612,0.6347593582887701,0.9602761656994196,0.7220338983050848,0.44
6004,2025-05-13 11:22:41,Telangana,Nizamabad,Retail,HDFC Bank,Credential Theft,4,High,Cloud Infrastructure,CrowdStrike Falcon,HR Executive,31.18,677,48,261039,2439,Endpoint Isolation,Resolved,NCIIPC,0.4,0.021176583869085934,0.4141711229946524,0.24344606764058435,0.14576271186440679,0.27
6005,2024-10-18 14:26:33,Telangana,Hyderabad,Retail,Tech Mahindra,Credential Theft,7,High,Cloud Infrastructure,Cisco Secure Endpoint,System Administrator,16.06,280,101,849698,2692,Network Isolation,Ongoing Investigation,NCIIPC,0.7,0.08034278785403193,0.21203208556149733,0.26876125675405244,0.3254237288135593,0.37
6006,2024-05-14 09:40:29,Karnataka,Mangaluru,Energy,Reliance Retail,Business Email Compromise,6,High,HRMS,Microsoft Sentinel,HR Executive,49.97,77,277,8739756,3475,Network Isolation,Contained,State Cyber Crime Cell,0.6,0.8733736955290271,0.6653743315508021,0.3471082649589754,0.9220338983050848,0.69
6007,2024-02-07 22:40:27,Tamil Nadu,Salem,Telecommunications,SBI,Insider Threat,4,High,VPN Gateway,CrowdStrike Falcon,HR Executive,22.9,571,173,6946331,7891,Endpoint Isolation,Recovered,NCIIPC,0.4,0.6931162809958223,0.303475935828877,0.7889733840304183,0.5694915254237288,0.51
6008,2024-05-16 05:45:32,Odisha,Cuttack,Education,HDFC Bank,Ransomware,3,Medium,ATM Network,SentinelOne,Network Engineer,35.26,411,47,1446331,7650,Firewall Rules Updated,Resolved,NCIIPC,0.3,0.14031045976960663,0.4687165775401069,0.7648589153492096,0.1423728813559322,0.32
6009,2024-02-12 18:24:07,West Bengal,Kolkata,Telecommunications,Wipro,Data Breach,7,High,Cloud Infrastructure,Microsoft Sentinel,Employee,25.59,499,300,4483395,9822,Firewall Rules Updated,Resolved,CERT-In,0.7,0.44556621588534767,0.3394385026737968,0.9821893135881529,1.0,0.62
6010,2024-10-14 23:10:22,Tamil Nadu,Chennai,Banking,SBI,Brute Force,10,High,Database Server,Microsoft Defender XDR,Network Engineer,25.75,514,289,8649800,4862,MFA Enabled,Contained,State Cyber Crime Cell,1.0,0.8643322045373498,0.3415775401069519,0.48589153492095255,0.9627118644067797,0.78
6011,2025-03-01 19:04:04,West Bengal,Siliguri,Education,Apollo Hospitals,Ransomware,10,High,Payment Gateway,CrowdStrike Falcon,HR Executive,3.77,565,197,6956157,7323,Password Reset,Ongoing Investigation,Internal SOC,1.0,0.6941038937229803,0.04772727272727273,0.7321392835701421,0.6508474576271186,0.67
6012,2024-11-29 22:35:00,West Bengal,Kolkata,Telecommunications,ICICI Bank,Business Email Compromise,5,High,Cloud Infrastructure,IBM QRadar,Security Analyst,34.4,146,76,4829358,1885,Password Reset,Contained,NCIIPC,0.5,0.48033900867241774,0.45721925133689834,0.18801280768461076,0.24067796610169492,0.43
6013,2025-09-15 17:17:19,Delhi,New Delhi,Government,SBI,XSS,2,Medium,VPN Gateway,Palo Alto Cortex XDR,Finance Manager,0.22,78,154,7225925,2122,Password Reset,Resolved,Internal SOC,0.2,0.721218315683081,0.0002673796791443849,0.21172703622173303,0.5050847457627119,0.32
6014,2025-05-18 07:13:19,Tamil Nadu,Madurai,Telecommunications,LIC,SQL Injection,9,High,Cloud Infrastructure,Microsoft Defender XDR,HR Executive,36.2,225,11,8657217,794,MFA Enabled,Mitigated,State Cyber Crime Cell,0.9,0.8650776883148107,0.4812834224598931,0.07884730838503101,0.020338983050847456,0.64
6015,2025-08-14 21:24:51,West Bengal,Kolkata,Government,BSNL,Credential Theft,5,High,Payment Gateway,IBM QRadar,Security Analyst,60.32,60,96,1044737,7518,Password Reset,Resolved,NCIIPC,0.5,0.09994618686605736,0.8037433155080214,0.7516509905943566,0.30847457627118646,0.47
6016,2025-01-09 21:26:29,West Bengal,Kolkata,Insurance,ICICI Bank,Business Email Compromise,9,High,Email Server,IBM QRadar,Database Administrator,32.62,547,177,8202100,2487,Password Reset,Contained,State Cyber Crime Cell,0.9,0.8193338106895358,0.43342245989304806,0.24824894936962177,0.5830508474576271,0.69
6017,2024-04-15 08:11:18,Telangana,Nizamabad,Manufacturing,Tech Mahindra,Zero-Day Exploit,3,High,Database Server,IBM QRadar,HR Executive,27.01,185,179,1961747,1642,Network Isolation,Mitigated,NCIIPC,0.3,0.19211499888835776,0.35842245989304816,0.1636982189313588,0.5898305084745763,0.3
6018,2024-05-16 20:19:31,Maharashtra,Nashik,Government,SBI,Zero-Day Exploit,8,High,VPN Gateway,CrowdStrike Falcon,Database Administrator,9.52,494,33,4185824,8085,Backup Restored,Mitigated,CERT-In,0.8,0.4156573102438738,0.12459893048128343,0.8083850310186111,0.09491525423728814,0.5
6019,2025-11-19 17:47:03,Odisha,Cuttack,Manufacturing,Airtel,Insider Threat,5,High,Payment Gateway,Cisco Secure Endpoint,Database Administrator,73.68,663,189,7137157,675,Threat Hunting,Recovered,Internal SOC,0.5,0.7122962307487886,0.9823529411764707,0.06694016409845907,0.6237288135593221,0.62
6020,2024-12-22 13:37:02,Kerala,Kochi,Insurance,BSNL,Credential Theft,4,Medium,ATM Network,IBM QRadar,Employee,63.07,171,7,9920989,6632,Password Reset,Contained,Internal SOC,0.4,0.9920996007334829,0.8405080213903743,0.6629977986792075,0.006779661016949152,0.62
6021,2025-04-10 16:08:18,Telangana,Karimnagar,Banking,Wipro,Insider Threat,2,High,Payment Gateway,IBM QRadar,Database Administrator,64.33,655,298,1395207,9322,Patch Applied,Mitigated,Internal SOC,0.2,0.13517197889608498,0.8573529411764705,0.9321592955773464,0.9932203389830508,0.47
6022,2025-02-21 14:37:48,Odisha,Bhubaneswar,Insurance,Apollo Hospitals,Zero-Day Exploit,8,High,HRMS,Cisco Secure Endpoint,Security Analyst,65.93,295,57,170942,7850,Endpoint Isolation,Mitigated,CERT-In,0.8,0.01212092094635532,0.8787433155080214,0.7848709225535321,0.17627118644067796,0.55
6023,2025-11-23 19:17:10,Telangana,Hyderabad,Telecommunications,NIC,Ransomware,3,High,File Server,Sophos Intercept X,System Administrator,70.87,705,258,1089037,4271,MFA Enabled,Ongoing Investigation,NCIIPC,0.3,0.10439878648066124,0.9447860962566845,0.42675605363217933,0.8576271186440678,0.45
6024,2025-05-19 05:18:57,Kerala,Kochi,IT Services,ICICI Bank,SQL Injection,7,High,File Server,Palo Alto Cortex XDR,Employee,42.44,319,209,2095790,2855,MFA Enabled,Mitigated,NCIIPC,0.7,0.20558768083283513,0.5647058823529412,0.28507104262557537,0.6915254237288135,0.51
6025,2024-05-30 16:21:09,Karnataka,Hubballi,Education,ICICI Bank,Malware,5,High,Payment Gateway,CrowdStrike Falcon,System Administrator,58.92,595,171,3721960,2961,Threat Hunting,Ongoing Investigation,CERT-In,0.5,0.36903427034255065,0.7850267379679144,0.2956774064438663,0.5627118644067797,0.51
6026,2025-04-06 03:01:12,Odisha,Cuttack,Banking,NIC,Business Email Compromise,7,High,VPN Gateway,SentinelOne,Employee,12.13,279,234,4537082,5694,Backup Restored,Recovered,NCIIPC,0.7,0.45096230427156075,0.1594919786096257,0.5691414848909345,0.7762711864406779,0.52
6027,2024-02-06 19:35:20,West Bengal,Kolkata,Insurance,HDFC Bank,SQL Injection,2,Medium,Email Server,SentinelOne,HR Executive,69.39,566,75,9435310,8281,Endpoint Isolation,Ongoing Investigation,Internal SOC,0.2,0.9432839319248779,0.925,0.8279967980788473,0.23728813559322035,0.6
6028,2025-04-25 02:56:06,Kerala,Kochi,Manufacturing,SBI,Phishing,9,High,ATM Network,IBM QRadar,Database Administrator,9.03,533,200,2207064,7819,Threat Hunting,Recovered,Internal SOC,0.9,0.2167718471875853,0.118048128342246,0.7817690614368621,0.6610169491525424,0.54
6029,2024-12-12 23:56:34,Telangana,Nizamabad,Healthcare,Infosys,Malware,3,High,VPN Gateway,Palo Alto Cortex XDR,Security Analyst,32.25,336,117,9677113,9720,Patch Applied,Contained,CERT-In,0.3,0.9675875875594165,0.428475935828877,0.9719831899139484,0.37966101694915255,0.57
6030,2025-07-08 12:45:52,Karnataka,Bengaluru,Education,NPCI,Malware,1,Medium,Web Application,Palo Alto Cortex XDR,Security Analyst,70.2,26,193,5603633,7445,Endpoint Isolation,Mitigated,Internal SOC,0.1,0.5581615045324047,0.9358288770053477,0.7443466079647789,0.6372881355932203,0.5
6031,2024-05-04 14:40:40,Delhi,New Delhi,Energy,Airtel,Insider Threat,7,High,Cloud Infrastructure,Microsoft Sentinel,Finance Manager,59.29,423,276,8266348,4713,MFA Enabled,Recovered,State Cyber Crime Cell,0.7,0.8257913867626525,0.7899732620320855,0.47098258955373223,0.9186440677966101,0.75
6032,2025-08-10 22:50:45,Kerala,Kochi,Energy,NIC,Insider Threat,9,High,Cloud Infrastructure,Palo Alto Cortex XDR,HR Executive,63.33,651,218,9044259,1482,Threat Hunting,Recovered,NCIIPC,0.9,0.9039793375255446,0.8439839572192513,0.14768861316790075,0.7220338983050848,0.8
6033,2024-07-29 18:03:39,Odisha,Cuttack,Government,HDFC Bank,Zero-Day Exploit,5,High,VPN Gateway,IBM QRadar,Network Engineer,42.55,676,61,2739632,6931,Endpoint Isolation,Recovered,CERT-In,0.5,0.2703003363873677,0.5661764705882353,0.6929157494496698,0.18983050847457628,0.44
6034,2025-04-28 22:26:38,Andhra Pradesh,Visakhapatnam,Government,Reliance Retail,Data Breach,2,Medium,HRMS,Splunk Enterprise Security,Security Analyst,53.26,117,82,5920036,8721,Patch Applied,Ongoing Investigation,NCIIPC,0.2,0.5899632173057571,0.7093582887700535,0.872023213928357,0.26101694915254237,0.47
6035,2025-01-25 21:17:01,Andhra Pradesh,Visakhapatnam,Manufacturing,BSNL,Business Email Compromise,5,Medium,HRMS,Cisco Secure Endpoint,System Administrator,43.51,90,6,6788532,5869,Firewall Rules Updated,Resolved,NCIIPC,0.5,0.677255879944245,0.5790106951871657,0.5866519911947168,0.003389830508474576,0.52
6036,2025-11-16 10:04:52,Karnataka,Mysuru,Manufacturing,Infosys,XSS,6,High,Email Server,Splunk Enterprise Security,Employee,20.78,183,58,7832521,3731,Backup Restored,Recovered,NCIIPC,0.6,0.7821873702162697,0.2751336898395722,0.3727236341805083,0.17966101694915254,0.52
6037,2024-04-03 21:58:01,Tamil Nadu,Madurai,Insurance,Airtel,Business Email Compromise,1,Medium,Email Server,Sophos Intercept X,System Administrator,33.1,260,57,7798795,2204,Network Isolation,Contained,Internal SOC,0.1,0.7787975649205106,0.43983957219251335,0.21993195917550531,0.17627118644067796,0.36
6038,2025-07-03 11:26:26,Delhi,New Delhi,Manufacturing,NIC,Phishing,6,High,File Server,Cisco Secure Endpoint,Security Analyst,56.25,37,222,5150948,5947,Endpoint Isolation,Recovered,NCIIPC,0.6,0.5126620675902611,0.749331550802139,0.5944566740044026,0.735593220338983,0.62
6039,2024-09-29 04:46:52,Odisha,Bhubaneswar,Manufacturing,Apollo Hospitals,Credential Theft,6,High,ERP System,IBM QRadar,HR Executive,43.64,569,239,8994873,4994,Password Reset,Ongoing Investigation,State Cyber Crime Cell,0.6,0.8990155432915304,0.5807486631016042,0.4990994596758055,0.7932203389830509,0.68
6040,2024-04-24 22:30:34,Andhra Pradesh,Vijayawada,Insurance,TCS,Business Email Compromise,10,High,Payment Gateway,Palo Alto Cortex XDR,Database Administrator,63.54,202,70,4667047,785,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell,1.0,0.4640251058271362,0.8467914438502674,0.0779467680608365,0.22033898305084745,0.67
6041,2024-12-13 20:35:09,West Bengal,Siliguri,Manufacturing,BSNL,Credential Theft,8,High,ERP System,Splunk Enterprise Security,System Administrator,66.23,179,118,8377227,1406,MFA Enabled,Recovered,State Cyber Crime Cell,0.8,0.8369358516084238,0.8827540106951872,0.14008405043025815,0.38305084745762713,0.72
6042,2025-11-03 10:38:08,Telangana,Warangal,Insurance,Tech Mahindra,Zero-Day Exploit,5,High,HRMS,Splunk Enterprise Security,Security Analyst,36.93,35,242,1434852,8598,Threat Hunting,Ongoing Investigation,Internal SOC,0.5,0.13915670376563286,0.4910427807486631,0.8597158294976986,0.8033898305084746,0.47
6043,2025-02-27 10:47:54,Odisha,Bhubaneswar,Retail,BSNL,SQL Injection,9,High,Payment Gateway,Palo Alto Cortex XDR,Finance Manager,21.04,588,247,7691894,2935,Firewall Rules Updated,Ongoing Investigation,CERT-In,0.9,0.7680529294487098,0.2786096256684492,0.29307584550730437,0.8203389830508474,0.67
6044,2025-02-26 11:02:42,Tamil Nadu,Coimbatore,Insurance,BSNL,Zero-Day Exploit,10,High,Web Application,IBM QRadar,Finance Manager,33.66,354,156,5449307,7318,Patch Applied,Ongoing Investigation,Internal SOC,1.0,0.5426501752293943,0.4473262032085561,0.731638983390034,0.511864406779661,0.7
6045,2024-11-30 02:59:38,Karnataka,Bengaluru,IT Services,SBI,Ransomware,9,High,Database Server,Microsoft Defender XDR,System Administrator,32.08,40,248,3051066,6687,Endpoint Isolation,Mitigated,Internal SOC,0.9,0.3016026142287796,0.42620320855614974,0.6685011006603963,0.823728813559322,0.62
6046,2025-11-17 06:31:02,Gujarat,Vadodara,Manufacturing,Apollo Hospitals,SQL Injection,4,High,Payment Gateway,Microsoft Sentinel,Database Administrator,11.52,467,159,5649612,9115,Firewall Rules Updated,Mitigated,Internal SOC,0.4,0.5627828606877066,0.15133689839572192,0.9114468681208725,0.5220338983050847,0.45
6047,2025-09-03 10:28:49,Odisha,Cuttack,Manufacturing,Apollo Hospitals,Credential Theft,3,Medium,ERP System,IBM QRadar,Database Administrator,65.38,198,102,918354,6214,Patch Applied,Resolved,State Cyber Crime Cell,0.3,0.08724341266532412,0.8713903743315508,0.6211727036221733,0.3288135593220339,0.4
6048,2024-11-19 06:08:21,Gujarat,Surat,Manufacturing,SBI,Insider Threat,5,High,Database Server,Splunk Enterprise Security,Network Engineer,5.87,282,198,1255674,6974,MFA Enabled,Mitigated,CERT-In,0.5,0.1211474962318745,0.07580213903743316,0.6972183309985992,0.6542372881355932,0.36
6049,2025-06-16 12:17:18,Odisha,Cuttack,Healthcare,Wipro,Zero-Day Exploit,6,High,ERP System,IBM QRadar,System Administrator,4.12,709,10,6622962,2643,Endpoint Isolation,Mitigated,State Cyber Crime Cell,0.6,0.6606144145223496,0.052406417112299465,0.26385831498899337,0.01694915254237288,0.41
6050,2025-10-17 09:24:02,Maharashtra,Mumbai,Insurance,LIC,Zero-Day Exploit,9,High,ATM Network,Microsoft Defender XDR,Finance Manager,18.48,502,101,9999592,336,Password Reset,Contained,State Cyber Crime Cell,0.9,1.0,0.24438502673796794,0.03301981188713228,0.3254237288135593,0.65
6051,2024-04-24 22:47:45,Delhi,New Delhi,Telecommunications,ICICI Bank,Zero-Day Exploit,5,High,Database Server,Sophos Intercept X,Database Administrator,62.66,223,274,4275660,4398,MFA Enabled,Mitigated,CERT-In,0.5,0.4246867400176335,0.8350267379679144,0.43946367820692417,0.911864406779661,0.58
6052,2024-08-08 09:55:27,Gujarat,Vadodara,IT Services,Airtel,Brute Force,5,High,Email Server,CrowdStrike Falcon,Network Engineer,1.38,428,204,9522086,2729,Network Isolation,Mitigated,NCIIPC,0.5,0.9520058006417372,0.015775401069518715,0.2724634780868521,0.6745762711864407,0.51
6053,2025-11-26 16:41:04,Andhra Pradesh,Vijayawada,Banking,ICICI Bank,Insider Threat,2,Medium,ATM Network,IBM QRadar,HR Executive,16.21,21,221,7776096,2930,Network Isolation,Recovered,NCIIPC,0.2,0.7765160850412353,0.21403743315508025,0.2925755453271963,0.7322033898305085,0.41
6054,2024-01-05 18:19:46,Karnataka,Mysuru,Government,ICICI Bank,Ransomware,7,High,File Server,Microsoft Sentinel,Finance Manager,61.59,427,158,6917218,3187,Password Reset,Contained,NCIIPC,0.7,0.690190129018848,0.8207219251336899,0.31829097458475086,0.5186440677966102,0.67
6055,2024-06-29 09:44:00,Karnataka,Mysuru,Retail,BSNL,SQL Injection,5,High,VPN Gateway,IBM QRadar,Database Administrator,10.16,452,212,7542352,5279,Firewall Rules Updated,Contained,CERT-In,0.5,0.753022440700017,0.13315508021390376,0.5276165699419652,0.7016949152542373,0.51
6056,2024-02-27 18:50:45,Odisha,Bhubaneswar,Manufacturing,SBI,Ransomware,5,High,Web Application,Palo Alto Cortex XDR,Finance Manager,21.45,640,102,7239977,8543,Password Reset,Mitigated,NCIIPC,0.5,0.7226306843012393,0.2840909090909091,0.8542125275165099,0.3288135593220339,0.53
6057,2025-05-26 16:16:53,Gujarat,Surat,Manufacturing,Infosys,Ransomware,2,High,Email Server,Palo Alto Cortex XDR,Employee,31.61,316,217,4172546,6264,Patch Applied,Recovered,CERT-In,0.2,0.4143227364812844,0.4199197860962567,0.626175705423254,0.7186440677966102,0.39
6058,2025-09-26 07:29:20,Tamil Nadu,Salem,Retail,NPCI,Zero-Day Exploit,6,High,Email Server,Cisco Secure Endpoint,Network Engineer,13.02,66,210,6100716,9070,Backup Restored,Resolved,NCIIPC,0.6,0.6081233910837849,0.1713903743315508,0.9069441664999,0.6949152542372882,0.56
6059,2024-10-04 22:52:36,Andhra Pradesh,Vijayawada,Telecommunications,Apollo Hospitals,Business Email Compromise,1,Medium,ERP System,Fortinet FortiGate,Security Analyst,71.82,600,42,1151060,2491,Backup Restored,Recovered,CERT-In,0.1,0.11063272747155463,0.9574866310160427,0.24864918951370824,0.12542372881355932,0.29
6060,2025-02-20 08:47:16,Kerala,Thiruvananthapuram,Government,TCS,Malware,8,High,ERP System,Splunk Enterprise Security,Security Analyst,37.15,503,163,9595624,8520,Firewall Rules Updated,Contained,State Cyber Crime Cell,0.8,0.9593971160019796,0.4939839572192513,0.8519111466880128,0.535593220338983,0.76
6061,2024-05-16 02:46:10,West Bengal,Kolkata,Manufacturing,HDFC Bank,SQL Injection,10,High,Payment Gateway,Cisco Secure Endpoint,Security Analyst,53.36,667,119,8588230,1807,Firewall Rules Updated,Recovered,CERT-In,1.0,0.8581437946440956,0.7106951871657754,0.18020812487492496,0.3864406779661017,0.76
6062,2025-01-08 05:42:37,Karnataka,Bengaluru,Government,Airtel,Zero-Day Exploit,9,High,ATM Network,CrowdStrike Falcon,System Administrator,29.39,474,172,6798535,3710,Network Isolation,Recovered,Internal SOC,0.9,0.6782612829678315,0.39024064171122996,0.3706223734240544,0.5661016949152542,0.66
6063,2025-08-18 02:04:08,Gujarat,Vadodara,Manufacturing,Airtel,Credential Theft,3,Medium,ATM Network,Microsoft Sentinel,HR Executive,53.19,193,16,7065614,9311,Backup Restored,Recovered,NCIIPC,0.3,0.7051054331364273,0.7084224598930481,0.9310586351811087,0.03728813559322034,0.52
6064,2024-07-10 01:13:18,Delhi,New Delhi,Manufacturing,Tech Mahindra,SQL Injection,10,High,ERP System,Fortinet FortiGate,Database Administrator,9.05,495,184,3567542,1717,Network Isolation,Mitigated,Internal SOC,1.0,0.3535136941058034,0.1183155080213904,0.17120272163297978,0.6067796610169491,0.54
6065,2025-03-05 21:13:09,Tamil Nadu,Coimbatore,Healthcare,ICICI Bank,Business Email Compromise,2,High,Payment Gateway,CrowdStrike Falcon,Database Administrator,57.75,584,241,3088370,2813,Endpoint Isolation,Ongoing Investigation,NCIIPC,0.2,0.30535204483878375,0.7693850267379679,0.2808685211126676,0.8,0.41
6066,2025-03-30 01:19:38,Kerala,Kochi,Energy,Reliance Retail,DDoS,10,High,Database Server,Splunk Enterprise Security,Database Administrator,72.4,354,85,89194,3286,Password Reset,Mitigated,NCIIPC,1.0,0.003904417260246105,0.96524064171123,0.3281969181508905,0.2711864406779661,0.6
